numero_de_inscripcion|numero_de_inscripcion_antiguo|seccion|nombre|nombre_generico|fecha_de_inscripcion|tipo_de_entidad|confesion|subconfesion|ambito|domicilio|poblacion|provincia|codigo_postal|comunidad_autonoma|correo_electonico|web|representantes_legales|federaciones
001051|392-SE/F|Sección Especial (Fundaciones)|FUNDACION RESIDENCIA DE ANCIANOS SANTA BARBARA||20131024|FUNDACIÓN||||AVDA. JOSE SIMON DE LILLO, S/N|PEÑARROYA-PUEBLO NUEVO|CÓRDOBA|14200|ANDALUCIA|||Agustín ALONSO ASENSIO,JOSE MANUEL CERRO MORENO,JUAN LEON LUNA|
000051|17-SE/F|Sección Especial (Fundaciones)|FUNDACION RESIDENCIA D´ANCIANS EL AMPARO||19860310|FUNDACIÓN||||HERNAN CORTES, 16|QUART DE POBLET|VALENCIA|00000|COMUNIDAD VALENCIANA|||JUAN VERDU GISBERT|
000603|217-SE/F|Sección Especial (Fundaciones)|FUNDACION RETO DE LA JUVENTUD||20010927|FUNDACIÓN||||LOPEZ BOTAS, 8|LAS PALMAS DE GRAN CANARIA|LAS PALMAS|00000|CANARIAS|||JUAN CARLOS MEDINA MEDINA|
023050||Sección Especial (Fundaciones)|FUNDACION REVISTA SIEMBRA||20160630|FUNDACIÓN||||Mayorazgo, 3|MANZANARES|CIUDAD REAL|13200|CASTILLA LA MANCHA|||Agustin  SANCHEZ SANCHEZ GIL,Antonio BELLON ARIAS,Carlos  CABA CANTERO,Gerardo ALVAREZ PUEYO,Luis  GALLEGO VILLENA,Secundino  MARTINEZ RUBIO|
000851|315-SE/F|Sección Especial (Fundaciones)|FUNDACION SACRA CAPILLA DEL SALVADOR||20081209|FUNDACIÓN||||PLAZA DE VAZQUEZ DE MOLINA, , S/N|UBEDA|JAÉN|00000|ANDALUCIA|||Antonio OJEDA ESCOBAR,Antonio  HERNANDEZ GIL ALVAREZ CIENFUEGOS,Antonio Javier CAÑADA MORALES,Fernando NIETO ALAMINOS,Ignacio de  MEDINA Y FERNANDEZ DE CORDOBA,JUAN MANUEL ALBENDEA SOLIS,Ramon del  HOYO LOPEZ,Victoria-Eugenia FERNANDEZ DE CORDOBA Y FERNANDEZ DE HENESTROSA|
000563|203-SE/F|Sección Especial (Fundaciones)|FUNDACION SACRAMENTAL SAN JUSTO||20001227|FUNDACIÓN||||PASEO ERMITA DEL SANTO, 70|MADRID|MADRID|00000|MADRID|||ANDRES PARDO RODRIGUEZ,ANICETO ARNES CARRASCO,JOSE AURELIO MARTIN JIMENEZ,JOSE LUIS SANTOS NAVIA,JULIO LOZANO RODRIGUEZ,LUIS MANUEL VELASCO SAINZ,TOMAS JUAREZ GARCIA-GASCO|
022661||Sección Especial (Fundaciones)|FUNDACION SAGRADO CORAZON DE JESUS DE LA CIUDAD DE ALMERIA||20150929|FUNDACIÓN||||PLAZA DE LA CATEDRAL, 1|ALMERIA|ALMERÍA|04001|ANDALUCIA|||Adolfo GONZALEZ MONTES,Alberto  Agüero de Juan,José Luis Aguilar Gallart,Juan Guillermo GONZALEZ MENESES GARCIA-VALDECASAS,María del Mar LOPEZ ANDRES,Mª. del Carmen GARCIA FERNANDEZ,Tomas CANO RODRIGO|
000027|8-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN ANTONIO DE BENAGEBER||19860403|FUNDACIÓN||||AVENIDA DE BENAGEBER, S/N|SAN ANTONIO DE BENAGEBER|VALENCIA|00000|COMUNIDAD VALENCIANA|||Carlos CHOVA MORANT,Concepción SILVESTRE BLANCH,Jose PASCUAL BUENO,José María TABERNER ANDRES,Juan LADERA MONTEAGUDO|
000994|378-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN BENITO ABAD||20130219|FUNDACIÓN||||LA ESTRELLA, S/N|YEPES|TOLEDO|00000|CASTILLA LA MANCHA|||BRAULIO RODRIGUEZ PLAZA,CLARA PARDINES RUIZ,EMILIO PALOMO GUIO,EUSEBIO LOPEZ GOMEZ,LUIS FELIPE MOMPO MARTIN-AMPUDIA|
000191|68-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN CARLOS Y SANTA MARGARITA||19900427|FUNDACIÓN||||ERILLAS, 1|TOCON|GRANADA|00000|ANDALUCIA|||SEBASTIAN SANCHEZ MALDONADO|
000655|236-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN DIEGO||20021227|FUNDACIÓN||||CANAL DE SAN DIEGO, S/N|LORCA|MURCIA|00000|MURCIA|||ANTOLIN PERIAGO VERA,FRANCISCO FRUCTUOSO ANDRES,JESUS ROS ESPARZA,JUAN BAUTISTA FERRANDO BLANQUER,MARIA RAMONA ARCAS MARTINEZ-SALAS|
000331|119-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN DIEGO DE ALCALA||19930616|FUNDACIÓN||||FRANCISCO ARIZTENDI, 2|GUADALAJARA|GUADALAJARA|00000|CASTILLA LA MANCHA|||MARIA DEL PRADO CRUZ DELGADO|
000742|269-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN DIEGO DE RICOTE||20050623|FUNDACIÓN||||ENCOMIENDA, 4|RICOTE|MURCIA|00000|MURCIA|||ANGEL FRANCISCO MOLINA NAVARRO,JUAN ALFONSO BREIS ABELLÁN,MARÍA MARTÍNEZ GONZÁLEZ|
000651|234-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN EUGENIO||20021217|FUNDACIÓN||||SAN EUGENIO, 2|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||Antonia SIMON SANCHEZ,Esther ACEÑA GARCIA,Felipe GIMENO MALLEN,Jose Ignacio BARCELON GOMEZ,José Antonio MERINO MONTESA,José Javier PEREZ BENEDI,María Jesús EXTREMIANA ALONSO,María Julia CONESA SESMA,María Virginia FERNANDEZ ROYO,María-Pilar MATEO MORENO|
000493|179-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN EULOGIO DE CÓRDOBA||19990326|FUNDACIÓN||||TORRIJOS, 12|CÓRDOBA|CÓRDOBA|14004|ANDALUCIA|||ANTONIO  PRIETO LUCENA,DEMETRIO   FERNANDEZ GONZALEZ ,FRANCISCO JESUS OROZCO MENGIBAR,JESUS POYATO VARO,JOAQUIN ALBERTO NIEVA GARCIA,JOSE LUIS VIDAL SOLER,MANUEL  PEREZ MOYA|
000316|113-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN FRANCISCO DE SALES||19930331|FUNDACIÓN||||PASEO DE LOS CUBOS, 1|BURGOS|BURGOS|00000|CASTILLA LEON|||TEODORO CARDENAL FERNANDEZ|
023726||Sección Especial (Fundaciones)|FUNDACION SAN JORGE DE ALCOI||20171106|FUNDACIÓN||||Palau, 2|VALENCIA|VALENCIA|46003|COMUNIDAD VALENCIANA|||Francisca AROCA BERNABEU,José Francisco CASTELLO COLOMER,José Luis LLOPÌS SANCHIS,Rafael-Miguel CERDA CAPUZ,Remigio BENEYTO BERENGUER,Ricardo DIAZ DE RABAGO,Vicente  FONTESTAD PASTOR|
000842|311-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN JUAN DE AVILA||20081009|FUNDACIÓN||||PLAZA DEL ARROYO, 50|JEREZ DE LA FRONTERA|CÁDIZ|00000|ANDALUCIA|||JUAN DEL RIO MARTIN|
000858|318-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN MARCIANO JOSE||20090312|FUNDACIÓN||||SALAZARAS, 3|GUADALAJARA|GUADALAJARA|00000|CASTILLA LA MANCHA|||EUGENIO ABAD VEGA,FIDEL BLASCO CANALEJAS,JESUS MOLINA ALCANTARA,JOSE SANCHEZ GONZALEZ,JOSE LUIS RUIZ ALBARRAN,JUANA GARCIA PUNTAS,JULIA SIMON MUÑOZ,LUIS MIGUEL SERRANO MARTIN,Mª. PILAR FARIZA BATANERO,PEDRO MOZO MARTINEZ,PEDRO MORENO MAGRO|
000863|320-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN PABLO-SILOE||20090406|FUNDACIÓN||||GONZALEZ TABLAS, 6 BIS|PAMPLONA|NAVARRA|00000|NAVARRA|||ADELINA GARCIA DIAZ,FRANCISCO-JAVIER SESMA LEON,JESUS-MARIA MARTINEZ MARTINEZ,JOSE-MARIA SANZBERRO SARALEGUI,MIREN-MAITE GALARRAGA ISASA|
000966|366-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN PIO X||20120725|FUNDACIÓN||||PARDO, 5|BARCELONA|BARCELONA|00000|CATALUÑA|||ANTONI MATABOSCH SOLER,CARLES PERAPOCH TAULER,EDUARD RAFOLS VILOCA,JOAN MIRANDA PEREZ,PERE TENA GARRIGA|
000938|353-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN VICENTE FERRER||20111027|FUNDACIÓN||||PLAZA LA CANADELLA, 19|AGULLENT|VALENCIA|46890|COMUNIDAD VALENCIANA|||ANTONIO CAÑIZARES LLOVERA,Emilio Esteve Tomás,Esteban ESCUDERO TORRES,Francisco Javier Claumarchirant Ves,JUAN PABLO TOMAS PEREZ,José Manuel Vidal Colomer,Juan Melchor SEGUI SARRIO,Luis Espí Albert,Luis Miguel Cerda Ferri,Vicente Fontestad Pastor|
000366|132-SE/F|Sección Especial (Fundaciones)|FUNDACION SAN VICENTE MARTIR||19950213|FUNDACIÓN||||BELTRAN BIGORRA, 15, PUERTA 1|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||GABRIEL  MARTINEZ RICO,Jorge José Miró Miró,José Gerónimo Tebar,José Alfredo Peris Cancio,José Ramón Gabaldó Valldecabres,Juan Manuel  MINGUEZ SANZ,Rafael Cerdá Capuz|
000688|248-SE/F|Sección Especial (Fundaciones)|FUNDACION SANT FELIU DE CABRERA||20031117|FUNDACIÓN||||PLAZA DE LA IGLESIA, 4|CABRERA DEL MAR|BARCELONA|00000|CATALUÑA|||RAIMON CANALIAS ESMANDIA-PUIGORIOL|
000258|93-SE/F|Sección Especial (Fundaciones)|FUNDACION SANT JOAQUIM I  SANTA ANNA||19910509|FUNDACIÓN||||TAQUIGRAF MARTI, 11, BAJO.|TARRAGONA|TARRAGONA|00000|CATALUÑA|||JUAN TOMAS BARTOLI|
000484|176-SE/F|Sección Especial (Fundaciones)|FUNDACION SANT JORDI DE LA DEMARCACIÓ DIOCESANA D'ESCOLTISME DE GIRONA||19990216|FUNDACIÓN||||PLAZA DEL Vi,  2|GIRONA|GERONA|17004|CATALUÑA|||antoni calvo espigule|
000665|239-SE/F|Sección Especial (Fundaciones)|FUNDACION SANT PERE OCTAVIA||20030616|FUNDACIÓN||||VALLDOREIX, 9|SANT CUGAT DEL VALLES|BARCELONA|00000|CATALUÑA|||VICENç TRIUS ANDREU|
000054|18-SE/F|Sección Especial (Fundaciones)|FUNDACION SANT RAIMON DE PENYAFORT||19861110|FUNDACIÓN||||OBISPO, 5|BARCELONA|BARCELONA|00000|CATALUÑA|||NARCIS JUBANY ARNAU|
000999|380-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTA CLARA||20130219|FUNDACIÓN||||SANTA CLARA, 1|OCAÑA|TOLEDO|00000|CASTILLA LA MANCHA|||ANASTASIO GOMEZ HIDALGO,BRAULIO RODRIGUEZ PLAZA,EMILIO TACERO OLIVA,EMILIO PALOMO GUIO,EUSEBIO LOPEZ GOMEZ,LUCIA CHECA MONTORO,MARIA EUGENIA GARRIDO RUIZ,MARIA TERESA RODRIGUEZ RODRIGUEZ-OROSIO,SEBASTIAN VILLALOBOS ZARAGOZA|
000609|219-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTA MAGDALENA||20011122|FUNDACIÓN||||PLAZA PARE MIQUEL,  1 BAJOS|ESPLUGUES DE LLOBREGAT|BARCELONA|00000|CATALUÑA|||Antoni RODRIGUEZ ARRIBAS,Fernando GISPERT ESTRADA,Joan RIBAS ARIÑO,Luca EZIO MAGGIONI,Xavier ARMENGOL SISCARES|
000304|109-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTA MARIA DE LA VICTORIA||19921214|FUNDACIÓN||||CONDE DE TENDILLA, 26|MALAGA|MÁLAGA|00000|ANDALUCIA|||Aurelio Julián LOPEZ SANCHEZ,Carmen VELASCO RODRIGUEZ,Francisco José GONZALEZ DIAZ,Javier GONZALEZ DE LARA Y SARRIA,Joaquín Ignacio DELGADO BAENA,José Antonio SANCHEZ HERRERA,José Manuel FERNANDEZ-FIGARES PEREZ,José S. ESTRADA FERNANDEZ,Maite TELLO RODRIGUEZ,Manuel José BURGOS MARIN,Mª.del Carmen CALVET LORA|
000982|373-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTA MARIA DE LAVERN||20121112|FUNDACIÓN||||CARRETERA BV-2429, KM. 23 DE LAVERN|SUBIRATS|BARCELONA|00000|CATALUÑA|||DAVID AMADO FERNANDEZ,FRANCISCO NAVARRO BUSTAMANTE,FRANCISCO-MELCHOR BEAS LOPEZ|
000326|117-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTISIMA VIRGEN DE LA ASUNCION DE ELCHE||19930608|FUNDACIÓN||||PLAZA DE SANTA MARIA, S/N|ELCHE|ALICANTE|00000|COMUNIDAD VALENCIANA|||FRANCISCO ALVAREZ MARTINEZ|
000601|216-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTISIMO CRISTO DEL PRADO||20010927|FUNDACIÓN||||CRISTO, S/N|MADRIDEJOS|TOLEDO|00000|CASTILLA LA MANCHA|||ASUNCION MAROTO MORENO,GREGORIO NIEVES MASCARAQUE,LEOCADIO YUGO PANIAGUA,MARIA DEL CARMEN DE LA TORRE RODRIGUEZ,TERESA PEÑO MORAL|
000472|171-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTO Y REAL HOSPITAL DE LA CARIDAD||19990114|FUNDACIÓN||||CARIDAD, S/N.|CARTAGENA|MURCIA|30202|MURCIA|||Antonio LEON LEON,Carlos FERRANDIZ ARAUJO,Francisco MONTESINOS PEREZ-CHIRINOS,Francisco Pedro SASTRE MERCADER,Gines FERNANDEZ GARRIDO,Joaquin DORDA ROCA,Jose VERA SANCHEZ,María Piedad MOLINA MARTINEZ|
000209|74-SE/F|Sección Especial (Fundaciones)|FUNDACION SANTUARIO DE NUESTRA SEÑORA DE LA ESPERANZA DE CALASPARRA||19900523|FUNDACIÓN||||SOCOVOS, 5|CALASPARRA|MURCIA|00000|MURCIA|||Alfonsa Mª. EGEA LOPEZ,Antonia MARTINEZ ALVAREZ,Antonio Jesús NAVARRO RODRIGUEZ,Francisco PRIETO EGEA,Fulgencia SANCHEZ RUIZ,Joaquina SOLA HEREDIA,José SAORIN GARCIA,María Esperanza GIL VALERA,Rafael CERRO SALINAS|
000049|16-SE/F|Sección Especial (Fundaciones)|FUNDACION SARDÁ-PUJADAS||19860919|FUNDACIÓN||||Avenida Mare de Déu de Montserrat, 144, 7º|BARCELONA|BARCELONA|00000|CATALUÑA|||AGUSTÍ XIFRE i NAVARRO,ANTONI MARÍA LLOMPART i MAS,FRANCESC XAVIER ECHEVARRIA i NOCI,JOAN CARLES ARTÉS,JORDI MAÑOSAS CAPELLANES,JORDI COSTA i MOSELLA,JOSEP MARÍA GARCÍA BUXADÉ,PERE ARRIBAS i BARTOLOMÉ,RAMÓN FITÓ i GIL,XAVIER SORIANO i LLOPART|
000805|293-SE/F|Sección Especial (Fundaciones)|FUNDACION SEBASTIAN GAYA||20070214|FUNDACIÓN||||LA PAZ, 4, 3º IZDA.|MADRID|MADRID|00000|MADRID|||JOSE-ANGEL SAINZ MENESES|
000154|54-SE/F|Sección Especial (Fundaciones)|FUNDACION SEMINARIO MAYOR INTERDIOCESANO DE LA  PROVINCIA ECLESIASTICA TARRACONENSE||19890202|FUNDACIÓN||||PLAZA DE PALACIO, 2|TARRAGONA|TARRAGONA|00000|CATALUÑA|||RAMON TORRELLA I CASCANTE|
000769|279-SE/F|Sección Especial (Fundaciones)|FUNDACION SERVICIO A LAS FAMILIAS IGNACIO EGURZA||20060330|FUNDACIÓN||||HOSPITAL DE MUJERES, 26|CADIZ|CÁDIZ|00000|ANDALUCIA|||ANTONIO CEBALLOS ATIENZA|
000947|357-SE/F|Sección Especial (Fundaciones)|FUNDACION SOLIDARITAT I COMUNITAT||20111223|FUNDACIÓN||||ARAGO, 326, 2º,2ª|BARCELONA|BARCELONA|00000|CATALUÑA|||Antonio Matabosch Soler,Lluis Martínez Sistach,Ramón Batlle Tomás,Sebastian Taltavull Anglada|
000476|173-SE/F|Sección Especial (Fundaciones)|FUNDACION SOR ANGELA DE LA CRUZ||19990120|FUNDACIÓN||||BEATA ANGELA DE LA CRUZ, 1|ESCARCENA DEL CAMPO|HUELVA|21870|ANDALUCIA|||Carmen CONTRERAS FERNANDEZ,Catalina RAMIREZ GARCIA,Ildefonso FERNANDEZ CABALLERO,Isabel RODRIGUEZ FERNANDEZ,Jose VILAPLANA BLASCO,Jose Antonio OMIST LOPEZ,Jose María CAMACHO MARTIN,Manuel GONZALEZ RODRIGUEZ,Manuel Jesus CARRASCO TERRIZA,Marianela IGLESIAS GUTIERREZ,Pilar VIZCAINO MACIAS|
001068|399-SE/F|Sección Especial (Fundaciones)|FUNDACION SPINOLA||20140630|FUNDACIÓN||||GENERAL RODRIGO, 11 BIS|MADRID|MADRID|00000|MADRID|||ANA MARIA MUÑIZ SALAZAR,JOSEFA FERNANDEZ RODRIGUEZ,MANUEL CASTRO ALBERTO,MARIA CONSOLACION ARNEDO GRACIA,MARIA JESUS GASTO CERESUELA,MARIA VICTORIA VILLANUEVA QUIROS,PEDRO RUIZ-BERDEJO FERRARI|
000496|180-SE/F|Sección Especial (Fundaciones)|FUNDACION STADIUM CASABLANCA||19990326|FUNDACIÓN||||VIA IBERICA, 69-77|ZARAGOZA|ZARAGOZA|50012|ARAGÓN|||Alberto ALOCEN GARCIA,Ana Isabel LAIN ALIAGA,Andrés Alberto BEAMONTE GARGALLO,Francisco Javier SIERRA TRAVIESO,Javier GAZOL ABAD,Juan Ignacio ZUBIZARRETA SERRANO,Miguel Angel BURGES ABAD,Raquel DIAZ GUERRERO|
000501|182-SE/F|Sección Especial (Fundaciones)|FUNDACION TEMPLO Y CENTRO ECUMENICO-EL SALVADOR||19990510|FUNDACIÓN||||PALAU, 2.|VALENCIA|VALENCIA|46003|COMUNIDAD VALENCIANA|||VICENTE-JOSE SASTRE GARCIA|
000320|115-SE/F|Sección Especial (Fundaciones)|FUNDACION TERESA DE JESUS||19930430|FUNDACIÓN||||PLAZA DE LA SEO, 5|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||ELIAS YANES ALVAREZ|
000793|289-SE/F|Sección Especial (Fundaciones)|FUNDACION TOLEDO PARA EL MUNDO-EUNTES||20060720|FUNDACIÓN||||ARCO DE PALACIO, 3|TOLEDO|TOLEDO|00000|CASTILLA LA MANCHA|||ANTONIO CAÑIZARES LLOVERA|
000534|193-SE/F|Sección Especial (Fundaciones)|FUNDACION UNIVERSIDAD CATOLICA DE VALENCIA SAN VICENTE MARTIR||20000321|FUNDACIÓN||||PLAZA SANTA URSULA, 2|VALENCIA|VALENCIA|00000|COMUNIDAD VALENCIANA|||Adolfo SUAREZ ILLANA,Antonio CAÑIZARES LOVERA,Asunción GANDIA BALAGUER,Esteban ESCUDERO TORRES,Francisca AROCA BERNABEU,Jaime MAYOR OREJA,Javier MARIN ROMANO,José Luis SANCHEZ GARCIA,José Luis MORENO FRIGOLS,Juan Carlos ESTEPA JIMENEZ,Loreto BALLESTER REVENTOS,Marta, del OLMO HOYOS,Rafael Miguel CERDA CAPUZ,Ricardo GARCIA GARCIA,Vicente FONTESTAD PASTOR,Vicente GARRIDO MAYOL|
000932|351-SE/F|Sección Especial (Fundaciones)|FUNDACION UpToYou EDUCACION||20111007|FUNDACIÓN||||AVENIDA CESAR AUGUSTO, 37|ZARAGOZA|ZARAGOZA|00000|ARAGÓN|||Antonio LEZAUN PETRINA,Juan MENDIZABAL OLAIZOLA,Juan María PUIG LIZARRAGA,Juan Ramón RUIZ LOPEZ|
000555|200-SE/F|Sección Especial (Fundaciones)|FUNDACION VALLDEJULI||20000714|FUNDACIÓN||||PETRARCA, 42-60|BARCELONA|BARCELONA|00000|CATALUÑA|||Francesc RAVENTOS PUJOL,Joan María CONDAL FERRER,Josep Maria IGLESIAS CORNET|
000384|138-SE/F|Sección Especial (Fundaciones)|FUNDACION VEDRUNA-CASTELLON||19951214|FUNDACIÓN||||AVENIDA CASALDRUCH, 25|CASTELLON|CASTELLON|00000|COMUNIDAD VALENCIANA|||AMPARO PASTOR GOMEZ|
000180|64-SE/F|Sección Especial (Fundaciones)|FUNDACION VICENTE VILAR-ISABEL RODES||19900202|FUNDACIÓN||||DOCTOR JOSE CATALA, 26|MANISES|VALENCIA|00000|COMUNIDAD VALENCIANA|||ISABEL RODES REIG|
000735|266-SE/F|Sección Especial (Fundaciones)|FUNDACION VILLEGAS PEDROSA||20050125|FUNDACIÓN||||BARRIO EL PINO, S/N|COBRECES|CANTABRIA|00000|CANTABRIA|||MANUEL HERRERO FERNANDEZ|
000206|73-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN AL PIE DE LA CRUZ DE PUZOL||19900521|FUNDACIÓN||||AVENIDA MOLI DE VENT, S/N|PUZOL|VALENCIA|00000|COMUNIDAD VALENCIANA|||ANTONIO CAÑIZARES LLOVERA,Ismael Ortiz Company,Vicente Faet Saez,Vicente GOZALVEZ MARTINEZ|
000781|284-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE EUROPA||20060518|FUNDACIÓN||||AVENIDA ESPAÑA, 5|LA LINEA DE LA CONCEPCION|CÁDIZ|00000|ANDALUCIA|||MARIA DEL PILAR RENDON DE DUEÑAS|
000844|312-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE GUADALUPE-FAMILIA BERNABEU OSET||20081009|FUNDACIÓN||||LAS PARRAS, 30, BAJO|UBEDA|JAÉN|00000|ANDALUCIA|||RAMON DEL HOYO LOPEZ|
000403|145-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE LA ALMUDENA||19960711|FUNDACIÓN||||BAILEN, 8.|MADRID|MADRID|00000|MADRID|||ANTONIO MARIA ROUCO VARELA,Begoña COCHO CIMA,David LOPEZ ROYO,Francisco PUERTOTAS BANDRES,Inmaculada FLORIDO FERNANDEZ,José Luis HERRANZ HERRANZ,Ramón ASTORGA RODRIGUEZ,Tomas JUAREZ GARCIA-GASCO|
000952|359-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE LA CARIDAD DE ILLESCAS||20120227|FUNDACIÓN||||PLAZA HERMANOS FERNANDEZ CRIADO, 14|ILLESCAS|TOLEDO|00000|CASTILLA LA MANCHA|||BRAULIO RODRÍGUEZ PLAZA,EUGENIO ISABEL MOLERO,MARIANO NAVARRO RAMIREZ,Miguel Angel CATALAN AREVALO|
000263|95-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE LA NIEVES||19910611|FUNDACIÓN||||PLAZA DEL SOL, 6|VILLAMAYOR DE LEDESMA|SALAMANCA|00000|CASTILLA LEON|||LORENZO SANCHEZ ALONSO|
000498|181-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE LA POVEDA||19990430|FUNDACIÓN||||ALMENDRO,  4.|GETAFE|MADRID|28901|MADRID|||francisco-José PEREZ Y FERNANDEZ- GOLFIN|
000386|139-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE LA SALUD||19951218|FUNDACIÓN||||ANDRES MELLADO, 97|MADRID|MADRID|00000|MADRID|||MARIA DEL ROSARIO SANCHEZ BENITO|
022339||Sección Especial (Fundaciones)|FUNDACION VIRGEN DE LOS DOLORES DE VALMOJADO||20150217|FUNDACIÓN||||ARCO DE PALACIO, 3|TOLEDO|TOLEDO|45002|CASTILLA LA MANCHA|||ANGELICA    Sor PEGUERO VASQUEZ,ENRIQUE DEL ALAMO GONZALEZ|
000783|285-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DE MONTSERRAT||20060529|FUNDACIÓN||||ARAGON, 299.|BARCELONA|BARCELONA|00000|CATALUÑA|||ANGEL BALLBE SALLENT,BARTOLOME MENDEZ DE HARO,CARLOS M. VILASECA ESCOTE,FELIO A. VILARRUBIAS SOLANAS,FRANCISCO BRU URGELL,FRANCISCO MARTINEZ PORCELL,IGNACIO TODA JIMENEZ,JAUME VIVES TRABAL,JAVIER FORNOLS PUIGORIOL,JORGE SOLEY CLIMENT,JUAN BLADE PIÑOL,JUAN M. FERRER FIGUERAS,M.IMMACULADA MARTINEZ VIVES,MARIA TERESA VIVES TRABAL,OLEGUER VIVES GIL,PEDRO BELTRAN FELIPE,PEDRO CIVIL VALLES|
000836|308-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DEL AMPARO||20080530|FUNDACIÓN||||PLAZA DEL AMPARO, 8|CUMBRES MAYORES|HUELVA|00000|ANDALUCIA|||Antonio LUCENA CERERO,Catalina RAMIREZ GARCIA,Ildefonso FERNANDEZ CABALLERO,Jose VILAPLANA BLASCO,Jose COBOS CARICOL,Jose Antonio OMIST LOPEZ,Jose Maria CAMACHO MARTIN,Manuel Jesus CARRASCO TERRIZA,Maria Dolores MASERO LOPEZ,Onofre DOMINGUEZ SANCHEZ,Pilar VIZCAINO MACIAS,Sonia GARCIA LOPEZ|
000632|227-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DEL MAR Y SAN INDALECIO||20020628|FUNDACIÓN||||COSTAL DEL SOL, 36|ALMERIA|ALMERÍA|00000|ANDALUCIA|||JUSTO MIGUEL MULLOR GARCIA|
000474|172-SE/F|Sección Especial (Fundaciones)|FUNDACION VIRGEN DEL PRADO||19990120|FUNDACIÓN||||FERMIN REQUENA, S/N|HIGUERA DE LA SIERRA|HUELVA|21220|ANDALUCIA|||Ana Dolores PADIAL GOMEZ,Catalina RAMIREZ GARCIA,Cesar GUZMAN QUESADA,Francisco Javier MARTIN DEL TORO,Ildefonso FERNANDEZ CABALLERO,Jose VILAPLANA BLASCO,Jose Antonio OMIST LOPEZ,Jose María CAMACHO MARTIN,Manuel GONZALEZ RODRIGUEZ,Manuel Jesus CARRASCO TERRIZA,Mª. Carmen QUINTERO MORAN,Pilar VIZCAINO MACIAS|
022262||Sección Especial (Fundaciones)|FUNDACION VIRGEN DEL VALLE, DE ECIJA||20141118|FUNDACIÓN||||TELLO 4|ECIJA|SEVILLA|41400|ANDALUCIA|||Alfredo CORIA PATIÑO,Angel Fernando del MARCO OSTOS,Francisco MORENO ALDEA,Francisco REINA CHIA,JUAN JOSE ASENJO PELEGRINA,José Cruz MENDEZ GARCIA,José-Luis MESA BELMONT,Manuel BLANCO JIMENEZ|
000786|286-SE/F|Sección Especial (Fundaciones)|FUNDACION XIPELL||20060607|FUNDACIÓN||||SOR AGUEDA, S/N|CIUTADELLA|BALEARES|00000|BALEARES|||RAFAEL PORTELLA MOLL|
000126|44-SE/F|Sección Especial (Fundaciones)|FUNDACIÒ JAUME PINENT||19880105|FUNDACIÓN||||OBISPO IRURITA, 5|BARCELONA|BARCELONA|00000|CATALUÑA|||JUAN NOGUERA VILA|
000178|63-SE/F|Sección Especial (Fundaciones)|FUNDACIÓ GRAU-FERRERI||19891218|FUNDACIÓN||||BISBE, 1|LLEIDA|LÉRIDA|00000|CATALUÑA|||MARIO RODRIGO MOLI|
